ticker,config,target,silence,min_vol,dir_thresh,vol_ratio,kappa,rows,metric_name,metric_value
NVDA,s0p5_v100_d0p8_r0p1_k0p2,cls_close,0.5,100,0.8,0.1,0.2,1221108,AUC,0.5107446500249141
NVDA,s0p5_v100_d0p8_r0p1_k0p5,cls_1m,0.5,100,0.8,0.1,0.5,1217588,AUC,0.6533872234971819
NVDA,s0p5_v100_d0p8_r0p1_k0p5,cls_5m,0.5,100,0.8,0.1,0.5,1217588,AUC,0.619993839654142
NVDA,s0p5_v100_d0p8_r0p1_k0p5,cls_10m,0.5,100,0.8,0.1,0.5,1217588,AUC,0.5864915595997082
NVDA,s0p5_v100_d0p8_r0p1_k0p5,cls_close,0.5,100,0.8,0.1,0.5,1217588,AUC,0.5099319166907865
NVDA,s0p5_v100_d0p8_r0p1_k1p0,cls_1m,0.5,100,0.8,0.1,1.0,1211390,AUC,0.6536257653235331
NVDA,s0p5_v100_d0p8_r0p1_k1p0,cls_5m,0.5,100,0.8,0.1,1.0,1211390,AUC,0.6188276001936857
NVDA,s0p5_v100_d0p8_r0p1_k1p0,cls_10m,0.5,100,0.8,0.1,1.0,1211390,AUC,0.5901223359457175
NVDA,s0p5_v100_d0p8_r0p1_k1p0,cls_close,0.5,100,0.8,0.1,1.0,1211390,AUC,0.5164081099874628
NVDA,s0p5_v100_d0p8_r0p3_k0p2,cls_1m,0.5,100,0.8,0.3,0.2,1362779,AUC,0.6554738481013286
NVDA,s0p5_v100_d0p8_r0p3_k0p2,cls_5m,0.5,100,0.8,0.3,0.2,1362779,AUC,0.6168007831174914
NVDA,s0p5_v100_d0p8_r0p3_k0p2,cls_10m,0.5,100,0.8,0.3,0.2,1362779,AUC,0.5818871619518029
NVDA,s0p5_v100_d0p8_r0p3_k0p2,cls_close,0.5,100,0.8,0.3,0.2,1362779,AUC,0.5116811391052413
NVDA,s0p5_v100_d0p8_r0p3_k0p5,cls_1m,0.5,100,0.8,0.3,0.5,1359209,AUC,0.6536703727254769
NVDA,s0p5_v100_d0p8_r0p3_k0p5,cls_5m,0.5,100,0.8,0.3,0.5,1359209,AUC,0.6205699782808816
NVDA,s0p5_v100_d0p8_r0p3_k0p5,cls_10m,0.5,100,0.8,0.3,0.5,1359209,AUC,0.5859400930798099
NVDA,s0p5_v100_d0p8_r0p3_k0p5,cls_close,0.5,100,0.8,0.3,0.5,1359209,AUC,0.5126088743508986
NVDA,s0p5_v100_d0p8_r0p3_k1p0,cls_1m,0.5,100,0.8,0.3,1.0,1352790,AUC,0.6542493367382055
NVDA,s0p5_v100_d0p8_r0p3_k1p0,cls_5m,0.5,100,0.8,0.3,1.0,1352790,AUC,0.6177593645769851
NVDA,s0p5_v100_d0p8_r0p3_k1p0,cls_10m,0.5,100,0.8,0.3,1.0,1352790,AUC,0.5886964050308721
NVDA,s0p5_v100_d0p8_r0p3_k1p0,cls_close,0.5,100,0.8,0.3,1.0,1352790,AUC,0.5103914809497878
NVDA,s0p5_v100_d0p8_r0p5_k0p2,cls_1m,0.5,100,0.8,0.5,0.2,1405793,AUC,0.6543412138692775
