signal,full_Sharpe,full_t,OOS_Sharpe,OOS_t
burst_flow,1.4670568421563508,2.9384766810488214,0.7926565536656468,1.3756427772633033
ret_lag_1,-0.33650556519675356,-0.6736784693084702,-0.24435348994365932,-0.424071575495818
ret_lag_5,-0.3132260667496846,-0.6258303446280382,-0.03176958236104983,-0.055135602310410745
ret_lag_20,-0.14613430410352488,-0.28979356173286835,0.015818359217411246,0.02745250954522104
sign_flow,0.3638577769536596,0.7287976594179191,1.0360593139298486,1.798064376599046
sgd_pred,-1.2117767949781653,-2.42715738910676,-0.8159554674602743,-1.4160776696911015
flow_orth_ret,1.2989366849309394,2.5758735479723818,0.6832659044712077,1.1857970543350485
