tk,n,rho_infl,p_infl,rho_trad,p_trad,mean_pre_bps,mean_trad_bps,mean_infl_bps
AAON,74986,0.0573344733987029,1.2342155640549938e-55,-0.005822335088339,0.1108576111738561,-83.46345842276118,51.51587092867969,4.769335271873066
ADI,1318218,0.0106112940994546,3.8036665211775422e-34,-0.0020597621815574,0.0180354791881303,11.821079438527782,-23.48768503849074,-1.0566935377420168
AGNC,506487,0.0410503057680319,8.832861905951223e-188,-0.008448705288426,1.8228002409664631e-09,-134.18758105680004,90.88368780468365,2.910966914047885
AMGN,1083006,0.0199275846660935,1.5033288850619224e-95,0.0037069219739539,0.0001144531253762,-23.64673152475217,-8.08916364968065,-1.1159275454892257
AU,903170,0.0187258052145282,7.369345873436217e-71,0.0004991483895956,0.6352387017527656,-39.06457322953374,10.98033857497521,-3.868479146781734
BCRX,739101,0.0422720610422322,1.9715865791186465e-289,-0.0249097421599769,8.995655058174242e-102,-822.0998344048006,245.05554157215025,0.9197650279844072
BMY,1502282,0.0203356290263027,3.750401571126951e-137,0.0085018963166305,1.9937240580260708e-25,-22.95825555602343,9.862668303933006,0.9086627528475342
CARR,1304534,0.0192163742679032,8.618767218781623e-107,-0.0034308674305952,8.905955687050514e-05,-15.257076686467215,7.291392444555879,1.5058724529273473
CGNX,685335,0.0353402354093614,2.8526050022409107e-188,0.0060904511433957,4.606545659167608e-07,-61.78926555645853,43.35933341444151,3.835786417429846
CNI,696193,0.027389714469733,1.2244286067212926e-115,-0.012425024920088,3.4817253722574536e-25,-37.9619703264652,18.878593175207104,2.778381650436662
CPB,1011202,0.0279778177675096,3.2162345435269168e-174,0.0011655743421141,0.2411635368783867,1.5649698290556462,-2.78634601846623,2.4161842012342105
CTSH,1249361,0.0225718228455356,1.7493336167931606e-140,0.0008806780042273,0.3249309468636459,-16.714081513140968,7.899191034280603,2.233971860235337
