tk,n,flow_oc,p_oc,flow_cc,dir_oc,mean_dir,frac_short
BEKE,977,-0.057354376473130936,0.07314804716260745,-0.2175312401253594,-0.0940334535106865,-0.9447287615148413,0.9723643807574207
BEN,946,0.01360239014041966,0.676066713737701,-0.008145624119522868,0.02980434024587235,-0.9809725158562368,0.9904862579281184
BHP,947,0.029721792265609257,0.36090951640128316,0.0834751163977143,0.018026343433724716,-0.9936642027455121,0.996832101372756
BIDU,947,-0.0527443616111629,0.10478045637520023,-0.11500399512342387,0.012632186668437196,-0.9978880675818373,0.9989440337909187
BILI,984,0.04866942251508811,0.12709362529613874,-0.02266365458111503,0.041182515734639574,-0.9959349593495935,0.9979674796747967
BKR,769,-0.05384160309016206,0.1357708012062711,-0.01913388471111604,-0.004056449375329086,-0.0377113133940182,0.5188556566970091
BLK,51,0.21282096763305094,0.13376902959399717,0.22279599564055722,,-1.0,1.0
BND,986,0.01174682131840569,0.7125731410812558,0.018535930461687798,,-1.0,1.0
BNS,951,-0.007812641805328013,0.8098532910942561,0.060884796244696074,-0.0254328561370946,-0.6593059936908517,0.8296529968454258
BP,943,0.05168433621060451,0.11271812863530636,0.02692049690626261,-0.011901435924169873,-0.5397667020148462,0.7698833510074231
